CERT C Secure Coding Section 04 - Integers (INT)|738
CERT C Secure Coding Section 05 - Floating Point (FLP)|739
CERT C Secure Coding Section 06 - Arrays (ARR)|740
CERT C Secure Coding Section 07 - Characters and Strings (STR)|741
CERT C Secure Coding Section 08 - Memory Management (MEM)|742
CERT C Secure Coding Section 09 - Input Output (FIO)|743
CERT C Secure Coding Section 10 - Environment (ENV)|744
CERT C Secure Coding Section 11 - Signals (SIG)|745
CERT C Secure Coding Section 12 - Error Handling (ERR)|746
CERT C Secure Coding Section 49 - Miscellaneous (MSC)|747
CERT C Secure Coding Section 50 - POSIX (POS)|748
Exposed Dangerous Method or Function|749
Weaknesses in the 2009 CWE/SANS Top 25 Most Dangerous Programming Errors|750
2009 Top 25 - Insecure Interaction Between Components|751
2009 Top 25 - Risky Resource Management|752
2009 Top 25 - Porous Defenses|753
Improper Check for Unusual or Exceptional Conditions|754
Improper Handling of Exceptional Conditions|755
Missing Custom Error Page|756
Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade')|757
Reliance on Undefined, Unspecified, or Implementation-Defined Behavior|758
Use of a One-Way Hash without a Salt|759
Use of a One-Way Hash with a Predictable Salt|760
Free of Pointer not at Start of Buffer|761
Mismatched Memory Management Routines|762
Release of Invalid Pointer or Reference|763
Multiple Locks of a Critical Resource|764
Multiple Unlocks of a Critical Resource|765
Critical Variable Declared Public|766
Access to Critical Private Variable via Public Method|767
Incorrect Short Circuit Evaluation|768
File Descriptor Exhaustion|769
Allocation of Resources Without Limits or Throttling|770
Missing Reference to Active Allocated Resource|771
Missing Release of Resource after Effective Lifetime|772
Missing Reference to Active File Descriptor or Handle|773
Allocation of File Descriptors or Handles Without Limits or Throttling|774
Missing Release of File Descriptor or Handle after Effective Lifetime|775
Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion')|776
Regular Expression without Anchors|777
Insufficient Logging|778
Logging of Excessive Data|779
Use of RSA Algorithm without OAEP|780
Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code|781
Exposed IOCTL with Insufficient Access Control|782
Operator Precedence Logic Error|783
Reliance on Cookies without Validation and Integrity Checking in a Security Decision|784
Use of Path Manipulation Function without Maximum-sized Buffer|785
Access of Memory Location Before Start of Buffer|786
Out-of-bounds Write|787
Access of Memory Location After End of Buffer|788
Uncontrolled Memory Allocation|789
Improper Filtering of Special Elements|790
Incomplete Filtering of Special Elements|791
Incomplete Filtering of One or More Instances of Special Elements|792
Only Filtering One Instance of a Special Element|793
Incomplete Filtering of Multiple Instances of Special Elements|794
Only Filtering Special Elements at a Specified Location|795
Only Filtering Special Elements Relative to a Marker|796
Only Filtering Special Elements at an Absolute Position|797
Use of Hard-coded Credentials|798
Improper Control of Interaction Frequency|799
Weaknesses in the 2010 CWE/SANS Top 25 Most Dangerous Programming Errors|800
2010 Top 25 - Insecure Interaction Between Components|801
2010 Top 25 - Risky Resource Management|802
2010 Top 25 - Porous Defenses|803
Guessable CAPTCHA|804
Buffer Access with Incorrect Length Value|805
Buffer Access Using Size of Source Buffer|806
Reliance on Untrusted Inputs in a Security Decision|807
2010 Top 25 - Weaknesses On the Cusp|808
Weaknesses in OWASP Top Ten (2010)|809
OWASP Top Ten 2010 Category A1 - Injection|810
OWASP Top Ten 2010 Category A2 - Cross-Site Scripting (XSS)|811
OWASP Top Ten 2010 Category A3 - Broken Authentication and Session Management|812
OWASP Top Ten 2010 Category A4 - Insecure Direct Object References|813
OWASP Top Ten 2010 Category A5 - Cross-Site Request Forgery(CSRF)|814
OWASP Top Ten 2010 Category A6 - Security Misconfiguration|815
OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage|816
OWASP Top Ten 2010 Category A8 - Failure to Restrict URL Access|817
OWASP Top Ten 2010 Category A9 - Insufficient Transport Layer Protection|818
OWASP Top Ten 2010 Category A10 - Unvalidated Redirects and Forwards|819
Missing Synchronization|820
Incorrect Synchronization|821
Untrusted Pointer Dereference|822
Use of Out-of-range Pointer Offset|823
Access of Uninitialized Pointer|824
Expired Pointer Dereference|825
Premature Release of Resource During Expected Lifetime|826
Improper Control of Document Type Definition|827
Signal Handler with Functionality that is not Asynchronous-Safe|828
Inclusion of Functionality from Untrusted Control Sphere|829
Inclusion of Web Functionality from an Untrusted Source|830
Signal Handler Function Associated with Multiple Signals|831
Unlock of a Resource that is not Locked|832
Deadlock|833
Excessive Iteration|834
Loop with Unreachable Exit Condition ('Infinite Loop')|835
Use of Password Hash Instead of Password for Authentication|836
Improper Enforcement of a Single, Unique Action|837
Inappropriate Encoding for Output Context|838
Numeric Range Comparison Without Minimum Check|839
Business Logic Errors|840
Improper Enforcement of Behavioral Workflow|841
Placement of User into Incorrect Group|842
Access of Resource Using Incompatible Type ('Type Confusion')|843
Weaknesses Addressed by the CERT Java Secure Coding Standard|844
CERT Java Secure Coding Section 00 - Input Validation and Data Sanitization (IDS)|845
CERT Java Secure Coding Section 01 - Declarations and Initialization (DCL)|846
CERT Java Secure Coding Section 02 - Expressions (EXP)|847
CERT Java Secure Coding Section 03 - Numeric Types and Operations (NUM)|848
CERT Java Secure Coding Section 04 - Object Orientation (OBJ)|849
CERT Java Secure Coding Section 05 - Methods (MET)|850
CERT Java Secure Coding Section 06 - Exceptional Behavior (ERR)|851
CERT Java Secure Coding Section 07 - Visibility and Atomicity (VNA)|852
CERT Java Secure Coding Section 08 - Locking (LCK)|853
CERT Java Secure Coding Section 09 - Thread APIs (THI)|854
CERT Java Secure Coding Section 10 - Thread Pools (TPS)|855
CERT Java Secure Coding Section 11 - Thread-Safety Miscellaneous (TSM)|856
CERT Java Secure Coding Section 12 - Input Output (FIO)|857
CERT Java Secure Coding Section 13 - Serialization (SER)|858
CERT Java Secure Coding Section 14 - Platform Security (SEC)|859
CERT Java Secure Coding Section 15 - Runtime Environment (ENV)|860
CERT Java Secure Coding Section 49 - Miscellaneous (MSC)|861
Missing Authorization|862
Incorrect Authorization|863
2011 Top 25 - Insecure Interaction Between Components|864
2011 Top 25 - Risky Resource Management|865
2011 Top 25 - Porous Defenses|866
2011 Top 25 - Weaknesses On the Cusp|867
Weaknesses Addressed by the CERT C++ Secure Coding Standard|868
CERT C++ Secure Coding Section 01 - Preprocessor (PRE)|869
CERT C++ Secure Coding Section 02 - Declarations and Initialization (DCL)|870
CERT C++ Secure Coding Section 03 - Expressions (EXP)|871
CERT C++ Secure Coding Section 04 - Integers (INT)|872
CERT C++ Secure Coding Section 05 - Floating Point Arithmetic (FLP)|873
CERT C++ Secure Coding Section 06 - Arrays and the STL (ARR)|874
CERT C++ Secure Coding Section 07 - Characters and Strings (STR)|875
CERT C++ Secure Coding Section 08 - Memory Management (MEM)|876
CERT C++ Secure Coding Section 09 - Input Output (FIO)|877
CERT C++ Secure Coding Section 10 - Environment (ENV)|878
CERT C++ Secure Coding Section 11 - Signals (SIG)|879
CERT C++ Secure Coding Section 12 - Exceptions and Error Handling (ERR)|880
CERT C++ Secure Coding Section 13 - Object Oriented Programming (OOP)|881
CERT C++ Secure Coding Section 14 - Concurrency (CON)|882
CERT C++ Secure Coding Section 49 - Miscellaneous (MSC)|883
CWE Cross-section|884
SFP Cluster: Risky Values|885
SFP Cluster: Unused entities|886
SFP Cluster: API|887
Software Fault Pattern (SFP) Clusters|888
SFP Cluster: Exception Management|889
SFP Cluster: Memory Access|890
SFP Cluster: Memory Management|891
SFP Cluster: Resource Management|892
SFP Cluster: Path Resolution|893
SFP Cluster: Synchronization|894
SFP Cluster: Information Leak|895
SFP Cluster: Tainted Input|896
SFP Cluster: Entry Points|897
SFP Cluster: Authentication|898
SFP Cluster: Access Control|899
Weaknesses in the 2011 CWE/SANS Top 25 Most Dangerous Software Errors|900
SFP Cluster: Privilege|901
SFP Cluster: Channel|902
SFP Cluster: Cryptography|903
SFP Cluster: Malware|904
SFP Cluster: Predictability|905
SFP Cluster: UI|906
SFP Cluster: Other|907
Use of Uninitialized Resource|908
Missing Initialization of Resource|909
Use of Expired File Descriptor|910
Improper Update of Reference Count|911
Hidden Functionality|912
Improper Control of Dynamically-Managed Code Resources|913
Improper Control of Dynamically-Identified Variables|914
Improperly Controlled Modification of Dynamically-Determined Object Attributes|915
Use of Password Hash With Insufficient Computational Effort|916
Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection')|917
Server-Side Request Forgery (SSRF)|918
Weaknesses in Mobile Applications|919
Improper Restriction of Power Consumption|920
Storage of Sensitive Data in a Mechanism without Access Control|921
Insecure Storage of Sensitive Information|922
Improper Authentication of Endpoint in a Communication Channel|923
Improper Enforcement of Message Integrity During Transmission in a Communication Channel|924
Improper Verification of Intent by Broadcast Receiver|925
Improper Restriction of Content Provider Export to Other Applications|926
Use of Implicit Intent for Sensitive Communication|927
Weaknesses in OWASP Top Ten (2013)|928
OWASP Top Ten 2013 Category A1 - Injection|929
OWASP Top Ten 2013 Category A2 - Broken Authentication and Session Management|930
OWASP Top Ten 2013 Category A3 - Cross-Site Scripting (XSS)|931
OWASP Top Ten 2013 Category A4 - Insecure Direct Object References|932
OWASP Top Ten 2013 Category A5 - Security Misconfiguration|933
OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure|934
OWASP Top Ten 2013 Category A7 - Missing Function Level Access Control|935
OWASP Top Ten 2013 Category A8 - Cross-Site Request Forgery (CSRF)|936
OWASP Top Ten 2013 Category A9 - Using Components with Known Vulnerabilities|937
OWASP Top Ten 2013 Category A10 - Unvalidated Redirects and Forwards|938
Research Concepts|1000
Comprehensive CWE Dictionary|2000
