94 Alias Authorization in AUTHORITY-CHECK,Alias Authorization in AUTHORITY-CHECK,863
100 Generic Database Connections,Generic Database Connections,99
101 Generic Transformations,Generic Transformations,470
103 Broken AUTHORITY-CHECKs,Broken AUTHORITY-CHECKs,863
109 Generic DELETE REPORT,Generic DELETE REPORT,99
110 Generic READ REPORT,Generic READ REPORT,99
111 Hard-coded Passwords,Hard-coded Passwords,259
112 Denial of Service (DOS) in TRANSFER,Denial of Service (DOS) in TRANSFER,400
113 Dummy AUTHORITY-CHECKs,Dummy AUTHORITY-CHECKs,863
118 AUTHORITY-CHECKs with Dummy Field 'ACTVT',AUTHORITY-CHECKs with Dummy Field 'ACTVT',863
120 Privileging AUTHORITY-CHECKs (ACTVT),Privileging AUTHORITY-CHECKs (ACTVT),863
123 Manipulation of SAP Client (sy-mandt),Manipulation of SAP Client (sy-mandt),265
128 Insufficient Authorization Functionality,Insufficient Authorization Functionality,863
131 SQL Injection (CALL 'C_DB_FUNCTION'),SQL Injection (CALL 'C_DB_FUNCTION'),89
132 OS Command Injection (RFC_REMOTE_PIPE),OS Command Injection (RFC_REMOTE_PIPE),78
133 OS Command Injection (RFC_REMOTE_EXEC),OS Command Injection (RFC_REMOTE_EXEC),78
134 Directory Traversal (RFC_REMOTE_FILE),Directory Traversal (RFC_REMOTE_FILE),22
135 Disclosure of Source Code,Disclosure of Source Code,200
136 OS Command Injection (CALL 'SYSTEM'),OS Command Injection (CALL 'SYSTEM'),78
137 Directory Traversal (CALL 'ALERTS' / Read Access),Directory Traversal (CALL 'ALERTS' / Read Access),22
138 OS Command Injection (CALL 'ThWpInfo'),OS Command Injection (CALL 'ThWpInfo'),78
139 Directory Traversal (CALL 'C_RSTRB_READ_BUFFERED'),Directory Traversal (CALL 'C_RSTRB_READ_BUFFERED'),22
140 Generic Table Query (CALL 'C_MOD_TABLE' / Write Access),Generic Table Query (CALL 'C_MOD_TABLE' / Write Access),639
141 Generic Table Query (CALL 'C_GET_TABLE' / Read Access),Generic Table Query (CALL 'C_GET_TABLE' / Read Access),639
142 SQL Injection (CALL 'C_DB_EXECUTE'),SQL Injection (CALL 'C_DB_EXECUTE'),89
207 Usage of DB Tables without Authorization Groups,Usage of DB Tables without Authorization Groups,389
219 Hard-coded Domain (User Name),Hard-coded Domain (User Name),398
220 Control Flow based on SPA/GPA Parameter,Control Flow based on SPA/GPA Parameter,389
222 Disclosure of Directory Contents (CALL 'C_DIR_READ_START'),Disclosure of Directory Contents (CALL 'C_DIR_READ_START'),548
226 Usage of dangerous Kernel Call ('C_REMOVE'),Usage of dangerous Kernel Call ('C_REMOVE'),242
230 AUTHORITY-CHECKs with Dummy Field 'AUTHC',AUTHORITY-CHECKs with Dummy Field 'AUTHC',863
231 AUTHORITY-CHECKs with Dummy Field 'CO_ACTION',AUTHORITY-CHECKs with Dummy Field 'CO_ACTION',863
232 Privileging AUTHORITY-CHECKs (AUTHC),Privileging AUTHORITY-CHECKs (AUTHC),863
233 Privileging AUTHORITY-CHECKs (CO_ACTION),Privileging AUTHORITY-CHECKs (CO_ACTION),863
234 Usage of pseudo-cryptographic Algorithms,Usage of pseudo-cryptographic Algorithms,398
235 Deactivation of Table-Change Logging,Deactivation of Table-Change Logging,0
237 Cross-Client Data Transfer,Cross-Client Data Transfer,265
239 OS Command Injection (OPEN DATASET; File Name),OS Command Injection (OPEN DATASET; File Name),
240 Hard-coded Alias Authorization in AUTHORITY-CHECK,Hard-coded Alias Authorization in AUTHORITY-CHECK,863
241 SQL Injection on In-Memory Tables (Read Access),SQL Injection on In-Memory Tables (Read Access),89
242 SQL Injection on In-Memory Tables (Write Access),SQL Injection on In-Memory Tables (Write Access),89
246 Execution of Stored Procedures (CALL 'C_DB_FUNCTION'),Execution of Stored Procedures (CALL 'C_DB_FUNCTION'),398
247 OS Command Execution (Command Name),OS Command Execution (Command Name),78
251 Disclosure of critical Variable Content (Customized),Disclosure of critical Variable Content (Customized),200
252 Potentially wrong Usage of DUMMY in AUTHORITY-CHECK,Potentially wrong Usage of DUMMY in AUTHORITY-CHECK,863
253 Hard-coded OS Commands,Hard-coded OS Commands,389
258 AUTHORITY-CHECKs with an incomplete ID List,AUTHORITY-CHECKs with an incomplete ID List,863
261 All Kernel Calls,All Kernel Calls,242
272 All System Calls,All System Calls,242
274 Hidden OK-Codes,Hidden OK-Codes,389
275 Cross-Client Access to Data Clusters (Database),Cross-Client Access to Data Clusters (Database),265
276 Cross-Client Access to Data Clusters (Shared Memory),Cross-Client Access to Data Clusters (Shared Memory),265
277 Cross-Client Access to Data Clusters (Shared Buffer),Cross-Client Access to Data Clusters (Shared Buffer),265
279 AUTHORITY-CHECK 'S_TCODE' with Dummy Field 'TCD',AUTHORITY-CHECK 'S_TCODE' with Dummy Field 'TCD',863
280 Privileging AUTHORITY-CHECKs (S_TCODE),Privileging AUTHORITY-CHECKs (S_TCODE),863
281 Insecure Usage of Security Functionality (Unchecked classic Exception),Insecure Usage of Security Functionality (Unchecked classic Exception),248
282 Insecure Usage of Security Functionality (Ignored classic Exception),Insecure Usage of Security Functionality (Ignored classic Exception),248
type.severities,,,
Information,Information,1,1
Critical,Critical,5,5
High,High,4,4
Medium,Medium,3,3
Low,Low,2,2
