type.info,,,
Veracode,http://www.veracode.com/,-,You shouldn't be seeing this.,
type.vulnerabilities,,,
Time-of-check Time-of-use (TOCTOU) Race Condition,367,367
Incorrect Check of Function Return Value,253,253
Error Handling,388,388
DEPRECATED (Duplicate): Reliance on DNS Lookups in a Security Decision,247,247
Expression is Always True,571,571
Improper Handling of Insufficient Permissions or Privileges,280,280
Return of Pointer Value Outside of Expected Range,466,466
Technology-Specific Special Elements,169,169
Improper Control of a Resource Through its Lifetime,664,664
Always-Incorrect Control Flow Implementation,670,670
Chain Elements,679,679
DEPRECATED: State Synchronization Error,373,373
Often Misused: Arguments and Parameters,559,559
OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,934,934
Insufficient Logging,778,778
UI Misrepresentation of Critical Information,451,451
Insufficient Entropy,331,331
Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism'),637,637
Relative Path Traversal,23,23
Origin Validation Error,346,346
Improper Enforcement of Behavioral Workflow,841,841
Information Exposure Through Server Error Message,550,550
Missing Standardized Error Handling Mechanism,544,544
CERT C Secure Coding Section 02 - Declarations and Initialization (DCL),736,736
Behavioral Change in New Version or Environment,439,439
Release of Invalid Pointer or Reference,763,763
External Control of Assumed-Immutable Web Parameter,472,472
Weaknesses in Software Written in C,658,658
Improper Neutralization of Leading Special Elements,160,160
Path Traversal: '\absolute\pathname\here',38,38
Missing Authorization,862,862
Improper Handling of Mixed Encoding,175,175
CERT Java Secure Coding Section 11 - Thread-Safety Miscellaneous (TSM),856,856
OWASP Top Ten 2007 Category A10 - Failure to Restrict URL Access,721,721
Deployment of Wrong Handler,430,430
Reliance on Cookies without Validation and Integrity Checking,565,565
Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),757,757
Windows Hard Link,65,65
Improper Neutralization of Value Delimiters,142,142
Improper Neutralization of Data within XQuery Expressions ('XQuery Injection'),652,652
Inappropriate Encoding for Output Context,838,838
Logic/Time Bomb,511,511
Sensitive Data Under FTP Root,220,220
Unrestricted Externally Accessible Lock,412,412
Use of Hard-coded, Security-relevant Constants,547,547
Use of Password Hash With Insufficient Computational Effort,916,916
Path Equivalence: ' filename' (Leading Space),47,47
2009 Top 25 - Insecure Interaction Between Components,751,751
Externally Controlled Reference to a Resource in Another Sphere,610,610
Dangling Database Cursor ('Cursor Injection'),619,619
Reversible One-Way Hash,328,328
External Initialization of Trusted Variables or Data Stores,454,454
Use of Out-of-range Pointer Offset,823,823
Improper Neutralization of Multiple Trailing Special Elements,163,163
CERT Java Secure Coding Section 14 - Platform Security (SEC),859,859
Information Exposure Through Log Files,532,532
OWASP Top Ten 2007 Category A7 - Broken Authentication and Session Management,718,718
Insecure Storage of Sensitive Information,922,922
Stack-based Buffer Overflow,121,121
Resource-specific Weaknesses,631,631
CERT C Secure Coding Section 11 - Signals (SIG),745,745
OWASP Top Ten 2010 Category A8 - Failure to Restrict URL Access,817,817
Small Space of Random Values,334,334
J2EE Environment Issues,4,4
Path Traversal: '/dir/../filename',26,26
Weaknesses Addressed by the CERT Java Secure Coding Standard,844,844
Failure to Sanitize Paired Delimiters,157,157
Improper Check or Handling of Exceptional Conditions,703,703
Improper Handling of Values,229,229
Time and State,361,361
Plaintext Storage of a Password,256,256
2010 Top 25 - Risky Resource Management,802,802
Misinterpretation of Input,115,115
Improper Cleanup on Thrown Exception,460,460
Reliance on File Name or Extension of Externally-Supplied File,646,646
ASP.NET Misconfiguration: Creating Debug Binary,11,11
Use of Pointer Subtraction to Determine Size,469,469
SFP Cluster: Privilege,901,901
User Interface Security Issues,355,355
Acceptance of Extraneous Untrusted Data With Trusted Data,349,349
Information Exposure Through Process Environment,214,214
OWASP Top Ten 2004 Category A3 - Broken Authentication and Session Management,724,724
Improper Handling of Unexpected Data Type,241,241
Unparsed Raw Web Content Delivery,433,433
Cleartext Storage in a File or on Disk,313,313
Uncontrolled Search Path Element,427,427
OWASP Top Ten 2013 Category A9 - Using Components with Known Vulnerabilities,937,937
Type Errors,136,136
Predictability Problems,340,340
Path Traversal: '...' (Triple Dot),32,32
Information Exposure Through Environmental Variables,526,526
Improper Handling of Extra Parameters,235,235
CERT Java Secure Coding Section 05 - Methods (MET),850,850
OWASP Top Ten 2004 Category A9 - Denial of Service,730,730
Command Shell in Externally Accessible Directory,553,553
CERT C Secure Coding Section 05 - Floating Point (FLP),739,739
Permissive Regular Expression,625,625
Not Using Password Aging,262,262
Obsolete Feature in UI,448,448
Key Exchange without Entity Authentication,322,322
Cleartext Storage of Sensitive Information in Memory,316,316
.NET Misconfiguration: Use of Impersonation,520,520
Information Exposure Through Shell Error Message,535,535
Double Free,415,415
Improper Verification of Intent by Broadcast Receiver,925,925
Improper Handling of Incomplete Structural Elements,238,238
SFP Cluster: Synchronization,894,894
Web Problems,442,442
Function Call with Incorrectly Specified Arguments,628,628
Compiler Removal of Code to Clear Buffers,14,14
Predictable Seed in PRNG,337,337
Exposure of Sensitive Data Through Data Queries,202,202
Information Exposure Through Include Source Code,541,541
Uncontrolled Resource Consumption ('Resource Exhaustion'),400,400
Incorrect Behavior Order,696,696
Improper Neutralization of Script in Attributes of IMG Tags in a Web Page,82,82
Improper Neutralization of Server-Side Includes (SSI) Within a Web Page,97,97
Buffer Access with Incorrect Length Value,805,805
Insufficient Session Expiration,613,613
Only Filtering Special Elements at a Specified Location,795,795
DEPRECATED: General Special Element Problems,139,139
Non-Replicating Malicious Code,508,508
Covert Channel,514,514
Unlock of a Resource that is not Locked,832,832
OWASP Top Ten 2007 Category A1 - Cross Site Scripting (XSS),712,712
Race Condition During Access to Alternate Channel,421,421
OWASP Top Ten 2004 Category A6 - Injection Flaws,727,727
Public Static Final Field References Mutable Object,607,607
OWASP Top Ten 2013 Category A3 - Cross-Site Scripting (XSS),931,931
Improper Handling of Length Parameter Inconsistency,130,130
Buffer Underwrite ('Buffer Underflow'),124,124
Weak Password Recovery Mechanism for Forgotten Password,640,640
Premature Release of Resource During Expected Lifetime,826,826
Weaknesses that Affect System Processes,634,634
Exposure of Access Control List Files to an Unauthorized Control Sphere,529,529
Cloneable Class Containing Sensitive Information,498,498
Improper Input Validation,20,20
Predictable Value Range from Previous Values,343,343
Omission of Security-relevant Information,223,223
Path Traversal: '\..\filename',29,29
Compiler Optimization Removal or Modification of Security-critical Code,733,733
Software Fault Pattern (SFP) Clusters,888,888
Improper Access of Indexable Resource ('Range Error'),118,118
Use of Wrong Operator in String Comparison,597,597
Interpretation Conflict,436,436
Reflection Attack in an Authentication Protocol,301,301
OWASP Top Ten 2010 Category A2 - Cross-Site Scripting (XSS),811,811
Improper Neutralization of Section Delimiters,145,145
Use of Incorrectly-Resolved Name or Reference,706,706
Use of Expired File Descriptor,910,910
SFP Cluster: Malware,904,904
Improper Clearing of Heap Memory Before Release ('Heap Inspection'),244,244
DEPRECATED: Failure to Protect Stored Data from Modification,217,217
Struts: Incomplete validate() Method Definition,103,103
Improper Handling of Highly Compressed Data (Data Amplification),409,409
Resource Management Errors,399,399
Weaknesses in Mobile Applications,919,919
Comparison of Classes by Name,486,486
OWASP Top Ten 2010 Category A5 - Cross-Site Request Forgery(CSRF),814,814
Seven Pernicious Kingdoms,700,700
Unchecked Return Value to NULL Pointer Dereference,690,690
Numeric Errors,189,189
Named Chains,709,709
Development Concepts,699,699
Improper Control of Dynamically-Managed Code Resources,913,913
Doubled Character XSS Manipulations,85,85
Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),79,79
Missing XML Validation,112,112
2010 Top 25 - Weaknesses On the Cusp,808,808
Use of Hard-coded Credentials,798,798
Cryptographic Issues,310,310
Deserialization of Untrusted Data,502,502
Missing Required Cryptographic Step,325,325
Information Exposure Through Externally-generated Error Message,211,211
Information Exposure Through Behavioral Discrepancy,205,205
Incorrect Behavior Order: Validate Before Canonicalize,180,180
SFP Cluster: Other,907,907
CERT C++ Secure Coding Section 08 - Memory Management (MEM),876,876
Mac Virtual File Problems,70,70
Return of Wrong Status Code,393,393
Channel Errors,418,418
Improper Protection of Alternate Path,424,424
Cleartext Transmission of Sensitive Information,319,319
Buffer Under-read,127,127
Authentication Bypass Using an Alternate Path or Channel,288,288
Unprotected Transport of Credentials,523,523
Use of Inner Class Containing Sensitive Data,492,492
Windows Shortcut Following (.LNK),64,64
CERT C++ Secure Coding Section 14 - Concurrency (CON),882,882
Signed to Unsigned Conversion Error,195,195
Signal Errors,387,387
XML Injection (aka Blind XPath Injection),91,91
Empty Synchronized Block,585,585
Missing Critical Step in Authentication,304,304
Authentication Bypass by Capture-replay,294,294
Improper Validation of Function Hook Arguments,622,622
Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak'),403,403
Other Intentional, Nonmalicious Weakness,517,517
Struts: Plug-in Framework not in Use,106,106
Expression is Always False,570,570
Incomplete Identification of Uploaded File Variables (PHP),616,616
Modification of Assumed-Immutable Data (MAID),471,471
