type.info,,,
Manual,https://github.com/OWASP/SSVL,.3,This upload uses the SSVL format.,
type.vulnerabilities,,,
OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,934
Allocation of File Descriptors or Handles Without Limits or Throttling,Allocation of File Descriptors or Handles Without Limits or Throttling,774
CERT C++ Secure Coding Section 04 - Integers (INT),CERT C++ Secure Coding Section 04 - Integers (INT),872
Use of Incorrect Operator,Use of Incorrect Operator,480
Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,649
Windows Hard Link,Windows Hard Link,65
Path Equivalence: ''filename.'' (Trailing Dot),Path Equivalence: ''filename.'' (Trailing Dot),42
Signal Handler with Functionality that is not Asynchronous-Safe,Signal Handler with Functionality that is not Asynchronous-Safe,828
Path Traversal: ''...'' (Triple Dot),Path Traversal: ''...'' (Triple Dot),32
EJB Bad Practices: Use of AWT Swing,EJB Bad Practices: Use of AWT Swing,575
Not Using Complete Mediation,Not Using Complete Mediation,638
Allocation of Resources Without Limits or Throttling,Allocation of Resources Without Limits or Throttling,770
Excessive Iteration,Excessive Iteration,834
Information Exposure Through Include Source Code,Information Exposure Through Include Source Code,541
Exposure of Data Element to Wrong Session,Exposure of Data Element to Wrong Session,488
Improper Control of Dynamically-Managed Code Resources,Improper Control of Dynamically-Managed Code Resources,913
Modification of Assumed-Immutable Data (MAID),Modification of Assumed-Immutable Data (MAID),471
Reliance on File Name or Extension of Externally-Supplied File,Reliance on File Name or Extension of Externally-Supplied File,646
Unquoted Search Path or Element,Unquoted Search Path or Element,428
Improper Cleanup on Thrown Exception,Improper Cleanup on Thrown Exception,460
SFP Cluster: Other,SFP Cluster: Other,907
Use of Hard-coded Credentials,Use of Hard-coded Credentials,798
URL Redirection to Untrusted Site (''Open Redirect''),URL Redirection to Untrusted Site (''Open Redirect''),601
Argument Injection or Modification,Argument Injection or Modification,88
Byte/Object Code,Byte/Object Code,503
Use of Invariant Value in Dynamically Changing Context,Use of Invariant Value in Dynamically Changing Context,344
Multiple Interpretations of UI Input,Multiple Interpretations of UI Input,450
Containment Errors (Container Errors),Containment Errors (Container Errors),216
Time and State,Time and State,361
Improper Neutralization of Special Elements,Improper Neutralization of Special Elements,138
2011 Top 25 - Porous Defenses,2011 Top 25 - Porous Defenses,866
Return of Wrong Status Code,Return of Wrong Status Code,393
Improper Neutralization of Null Byte or NUL Character,Improper Neutralization of Null Byte or NUL Character,158
Sensitive Data Under Web Root,Sensitive Data Under Web Root,219
Improper Neutralization of Multiple Leading Special Elements,Improper Neutralization of Multiple Leading Special Elements,161
Reliance on Cookies without Validation and Integrity Checking,Reliance on Cookies without Validation and Integrity Checking,565
Unlock of a Resource that is not Locked,Unlock of a Resource that is not Locked,832
Integer Coercion Error,Integer Coercion Error,192
Insufficient Control Flow Management,Insufficient Control Flow Management,691
2011 Top 25 - Risky Resource Management,2011 Top 25 - Risky Resource Management,865
Improper Update of Reference Count,Improper Update of Reference Count,911
CERT C++ Secure Coding Section 02 - Declarations and Initialization (DCL),CERT C++ Secure Coding Section 02 - Declarations and Initialization (DCL),870
SFP Cluster: Exception Management,SFP Cluster: Exception Management,889
CERT Java Secure Coding Section 10 - Thread Pools (TPS),CERT Java Secure Coding Section 10 - Thread Pools (TPS),855
Response Discrepancy Information Exposure,Response Discrepancy Information Exposure,204
Path Equivalence: ''fakedir/../realdir/filename'',Path Equivalence: ''fakedir/../realdir/filename'',57
Error Handling,Error Handling,388
Weaknesses Used by NVD,Weaknesses Used by NVD,635
Origin Validation Error,Origin Validation Error,346
Only Filtering One Instance of a Special Element,Only Filtering One Instance of a Special Element,793
Lack of Administrator Control over Security,Lack of Administrator Control over Security,671
Product UI does not Warn User of Unsafe Actions,Product UI does not Warn User of Unsafe Actions,356
Unprotected Windows Messaging Channel (''Shatter''),Unprotected Windows Messaging Channel (''Shatter''),422
String Errors,String Errors,133
CERT C Secure Coding Section 49 - Miscellaneous (MSC),CERT C Secure Coding Section 49 - Miscellaneous (MSC),747
UNIX Hard Link,UNIX Hard Link,62
Path Equivalence: ''filename/'' (Trailing Slash),Path Equivalence: ''filename/'' (Trailing Slash),49
Missing Report of Error Condition,Missing Report of Error Condition,392
Inadvertently Introduced Weakness,Inadvertently Introduced Weakness,518
Incorrect Privilege Assignment,Incorrect Privilege Assignment,266
OWASP Top Ten 2013 Category A2 - Broken Authentication and Session Management,OWASP Top Ten 2013 Category A2 - Broken Authentication and Session Management,930
Improper Restriction of Operations within the Bounds of a Memory Buffer,Improper Restriction of Operations within the Bounds of a Memory Buffer,119
Improper Enforcement of a Single&comma; Unique Action,Improper Enforcement of a Single&comma; Unique Action,837
Missing Initialization of a Variable,Missing Initialization of a Variable,456
Improper Handling of Exceptional Conditions,Improper Handling of Exceptional Conditions,755
Path Traversal: ''/dir/../filename'',Path Traversal: ''/dir/../filename'',26
Improper Authentication,Improper Authentication,287
Cleartext Storage of Sensitive Information in GUI,Cleartext Storage of Sensitive Information in GUI,317
Execution with Unnecessary Privileges,Execution with Unnecessary Privileges,250
Sensitive Data Storage in Improperly Locked Memory,Sensitive Data Storage in Improperly Locked Memory,591
External Control of File Name or Path,External Control of File Name or Path,73
External Influence of Sphere Definition,External Influence of Sphere Definition,673
Buffer Access Using Size of Source Buffer,Buffer Access Using Size of Source Buffer,806
Dangerous Signal Handler not Disabled During Sensitive Operations,Dangerous Signal Handler not Disabled During Sensitive Operations,432
OWASP Top Ten 2010 Category A8 - Failure to Restrict URL Access,OWASP Top Ten 2010 Category A8 - Failure to Restrict URL Access,817
Improper Neutralization of Special Elements used in an OS Command (''OS Command Injection''),Improper Neutralization of Special Elements used in an OS Command (''OS Command Injection''),78
CERT C++ Secure Coding Section 09 - Input Output (FIO),CERT C++ Secure Coding Section 09 - Input Output (FIO),877
Path Equivalence: ''file name'' (Internal Whitespace),Path Equivalence: ''file name'' (Internal Whitespace),48
EJB Bad Practices: Use of Java I/O,EJB Bad Practices: Use of Java I/O,576
Trust Boundary Violation,Trust Boundary Violation,501
J2EE Environment Issues,J2EE Environment Issues,4
CERT C++ Secure Coding Section 08 - Memory Management (MEM),CERT C++ Secure Coding Section 08 - Memory Management (MEM),876
Permission Issues,Permission Issues,275
OWASP Top Ten 2004 Category A3 - Broken Authentication and Session Management,OWASP Top Ten 2004 Category A3 - Broken Authentication and Session Management,724
OWASP Top Ten 2010 Category A9 - Insufficient Transport Layer Protection,OWASP Top Ten 2010 Category A9 - Insufficient Transport Layer Protection,818
Regular Expression without Anchors,Regular Expression without Anchors,777
Struts: Form Bean Does Not Extend Validation Class,Struts: Form Bean Does Not Extend Validation Class,104
Improper Access Control,Improper Access Control,284
Authorization Bypass Through User-Controlled Key,Authorization Bypass Through User-Controlled Key,639
Insufficient Resource Pool,Insufficient Resource Pool,410
Deletion of Data Structure Sentinel,Deletion of Data Structure Sentinel,463
Integer Overflow or Wraparound,Integer Overflow or Wraparound,190
Reachable Assertion,Reachable Assertion,617
Free of Pointer not at Start of Buffer,Free of Pointer not at Start of Buffer,761
Public Static Final Field References Mutable Object,Public Static Final Field References Mutable Object,607
Information Exposure of Internal State Through Behavioral Inconsistency,Information Exposure of Internal State Through Behavioral Inconsistency,206
Truncation of Security-relevant Information,Truncation of Security-relevant Information,222
Improper Enforcement of Behavioral Workflow,Improper Enforcement of Behavioral Workflow,841
Only Filtering Special Elements at an Absolute Position,Only Filtering Special Elements at an Absolute Position,797
Incorrect Implementation of Authentication Algorithm,Incorrect Implementation of Authentication Algorithm,303
Information Exposure Through Comments,Information Exposure Through Comments,615
Path Traversal: ''\absolute\pathname\here'',Path Traversal: ''\absolute\pathname\here'',38
Improper Control of Generation of Code (''Code Injection''),Improper Control of Generation of Code (''Code Injection''),94
Permissions&comma; Privileges&comma; and Access Controls,Permissions&comma; Privileges&comma; and Access Controls,264
Concurrency Issues,Concurrency Issues,557
Improper Validation of Function Hook Arguments,Improper Validation of Function Hook Arguments,622
SFP Cluster: Privilege,SFP Cluster: Privilege,901
Small Space of Random Values,Small Space of Random Values,334
Use of Insufficiently Random Values,Use of Insufficiently Random Values,330
Inconsistent Interpretation of HTTP Requests (''HTTP Request Smuggling''),Inconsistent Interpretation of HTTP Requests (''HTTP Request Smuggling''),444
Path Traversal: ''dir\..\..\filename'',Path Traversal: ''dir\..\..\filename'',31
OWASP Top Ten 2010 Category A3 - Broken Authentication and Session Management,OWASP Top Ten 2010 Category A3 - Broken Authentication and Session Management,812
Exposure of CVS Repository to an Unauthorized Control Sphere,Exposure of CVS Repository to an Unauthorized Control Sphere,527
Use of Multiple Resources with Duplicate Identifier,Use of Multiple Resources with Duplicate Identifier,694
Information Exposure Through Servlet Runtime Error Message,Information Exposure Through Servlet Runtime Error Message,536
File and Directory Information Exposure,File and Directory Information Exposure,538
Use of Low-Level Functionality,Use of Low-Level Functionality,695
Selection of Less-Secure Algorithm During Negotiation (''Algorithm Downgrade''),Selection of Less-Secure Algorithm During Negotiation (''Algorithm Downgrade''),757
Path Equivalence: ''/multiple/trailing/slash//'',Path Equivalence: ''/multiple/trailing/slash//'',52
Improper Neutralization of Section Delimiters,Improper Neutralization of Section Delimiters,145
Information Exposure Through Shell Error Message,Information Exposure Through Shell Error Message,535
CERT C Secure Coding Section 09 - Input Output (FIO),CERT C Secure Coding Section 09 - Input Output (FIO),743
Information Exposure Through Debug Log Files,Information Exposure Through Debug Log Files,534
Incomplete Filtering of One or More Instances of Special Elements,Incomplete Filtering of One or More Instances of Special Elements,792
Motivation/Intent,Motivation/Intent,504
Improper Handling of Missing Special Element,Improper Handling of Missing Special Element,166
SFP Cluster: Unused entities,SFP Cluster: Unused entities,886
Improper Neutralization of Encoded URI Schemes in a Web Page,Improper Neutralization of Encoded URI Schemes in a Web Page,84
Incorrect Permission Assignment for Critical Resource,Incorrect Permission Assignment for Critical Resource,732
CERT C Secure Coding Section 04 - Integers (INT),CERT C Secure Coding Section 04 - Integers (INT),738
Improper Neutralization of Multiple Internal Special Elements,Improper Neutralization of Multiple Internal Special Elements,165
CERT Java Secure Coding Section 04 - Object Orientation (OBJ),CERT Java Secure Coding Section 04 - Object Orientation (OBJ),849
Improper Neutralization of Server-Side Includes (SSI) Within a Web Page,Improper Neutralization of Server-Side Includes (SSI) Within a Web Page,97
Object Model Violation: Just One of Equals and Hashcode Defined,Object Model Violation: Just One of Equals and Hashcode Defined,581
Comparison of Object References Instead of Object Contents,Comparison of Object References Instead of Object Contents,595
Failure to Sanitize Special Elements into a Different Plane (Special Element Injection),Failure to Sanitize Special Elements into a Different Plane (Special Element Injection),75
ASP.NET Misconfiguration: Missing Custom Error Page,ASP.NET Misconfiguration: Missing Custom Error Page,12
Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created,Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created,593
Privacy Violation,Privacy Violation,359
Premature Release of Resource During Expected Lifetime,Premature Release of Resource During Expected Lifetime,826
Insufficiently Protected Credentials,Insufficiently Protected Credentials,522
Free of Memory not on the Heap,Free of Memory not on the Heap,590
Expected Behavior Violation,Expected Behavior Violation,440
Signal Errors,Signal Errors,387
Use of Password Hash With Insufficient Computational Effort,Use of Password Hash With Insufficient Computational Effort,916
SFP Cluster: Memory Access,SFP Cluster: Memory Access,890
Command Shell in Externally Accessible Directory,Command Shell in Externally Accessible Directory,553
Obscured Security-relevant Information by Alternate Name,Obscured Security-relevant Information by Alternate Name,224
Omission of Security-relevant Information,Omission of Security-relevant Information,223
Exposure of System Data to an Unauthorized Control Sphere,Exposure of System Data to an Unauthorized Control Sphere,497
Incorrect Calculation of Buffer Size,Incorrect Calculation of Buffer Size,131
Null Byte Interaction Error (Poison Null Byte),Null Byte Interaction Error (Poison Null Byte),626
Acceptance of Extraneous Untrusted Data With Trusted Data,Acceptance of Extraneous Untrusted Data With Trusted Data,349
Use of Expired File Descriptor,Use of Expired File Descriptor,910
CERT C++ Secure Coding Section 11 - Signals (SIG),CERT C++ Secure Coding Section 11 - Signals (SIG),879
CERT Java Secure Coding Section 11 - Thread-Safety Miscellaneous (TSM),CERT Java Secure Coding Section 11 - Thread-Safety Miscellaneous (TSM),856
UI Misrepresentation of Critical Information,UI Misrepresentation of Critical Information,451
Improper Handling of Inconsistent Structural Elements,Improper Handling of Inconsistent Structural Elements,240
EJB Bad Practices: Use of Sockets,EJB Bad Practices: Use of Sockets,577
Use of Less Trusted Source,Use of Less Trusted Source,348
Unused Variable,Unused Variable,563
Path Equivalence: ''/./'' (Single Dot Directory),Path Equivalence: ''/./'' (Single Dot Directory),55
SFP Cluster: Synchronization,SFP Cluster: Synchronization,894
Function Call With Incorrect Order of Arguments,Function Call With Incorrect Order of Arguments,683
Time-of-check Time-of-use (TOCTOU) Race Condition,Time-of-check Time-of-use (TOCTOU) Race Condition,367
SFP Cluster: Channel,SFP Cluster: Channel,902
Use of Singleton Pattern Without Synchronization in a Multithreaded Context,Use of Singleton Pattern Without Synchronization in a Multithreaded Context,543
Weaknesses in the 2010 CWE/SANS Top 25 Most Dangerous Programming Errors,Weaknesses in the 2010 CWE/SANS Top 25 Most Dangerous Programming Errors,800
Improper Neutralization of Script in an Error Message Web Page,Improper Neutralization of Script in an Error Message Web Page,81
Use After Free,Use After Free,416
Use of Externally-Controlled Input to Select Classes or Code (''Unsafe Reflection''),Use of Externally-Controlled Input to Select Classes or Code (''Unsafe Reflection''),470
Insufficient Verification of Data Authenticity,Insufficient Verification of Data Authenticity,345
Path Traversal: ''/../filedir'',Path Traversal: ''/../filedir'',25
Insufficient UI Warning of Dangerous Operations,Insufficient UI Warning of Dangerous Operations,357
ASP.NET Environment Issues,ASP.NET Environment Issues,10
Data Structure Issues,Data Structure Issues,461
Information Exposure Through Externally-generated Error Message,Information Exposure Through Externally-generated Error Message,211
Improper Following of a Certificate''s Chain of Trust,Improper Following of a Certificate''s Chain of Trust,296
Improper Neutralization of Script in Attributes in a Web Page,Improper Neutralization of Script in Attributes in a Web Page,83
Deprecated Entries,Deprecated Entries,604
Improper Restriction of Recursive Entity References in DTDs (''XML Entity Expansion''),Improper Restriction of Recursive Entity References in DTDs (''XML Entity Expansion''),776
Improper Handling of Apple HFS+ Alternate Data Stream Path,Improper Handling of Apple HFS+ Alternate Data Stream Path,72
CERT C++ Secure Coding Section 13 - Object Oriented Programming (OOP),CERT C++ Secure Coding Section 13 - Object Oriented Programming (OOP),881
OWASP Top Ten 2010 Category A1 - Injection,OWASP Top Ten 2010 Category A1 - Injection,810
Race Condition in Switch,Race Condition in Switch,365
Use of Cryptographically Weak PRNG,Use of Cryptographically Weak PRNG,338
Expression is Always False,Expression is Always False,570
Improper Neutralization of Line Delimiters,Improper Neutralization of Line Delimiters,144
Misinterpretation of Input,Misinterpretation of Input,115
Predictable Value Range from Previous Values,Predictable Value Range from Previous Values,343
Struts: Incomplete validate() Method Definition,Struts: Incomplete validate() Method Definition,103
Exposure of Access Control List Files to an Unauthorized Control Sphere,Exposure of Access Control List Files to an Unauthorized Control Sphere,529
Use of Path Manipulation Function without Maximum-sized Buffer,Use of Path Manipulation Function without Maximum-sized Buffer,785
Logic/Time Bomb,Logic/Time Bomb,511
Improper Preservation of Permissions,Improper Preservation of Permissions,281
OWASP Top Ten 2010 Category A2 - Cross-Site Scripting (XSS),OWASP Top Ten 2010 Category A2 - Cross-Site Scripting (XSS),811
Cleartext Storage of Sensitive Information in a Cookie,Cleartext Storage of Sensitive Information in a Cookie,315
Improper Handling of Undefined Parameters,Improper Handling of Undefined Parameters,236
Improper Neutralization of Variable Name Delimiters,Improper Neutralization of Variable Name Delimiters,154
Use of Non-Canonical URL Paths for Authorization Decisions,Use of Non-Canonical URL Paths for Authorization Decisions,647
Function Call With Incorrect Number of Arguments,Function Call With Incorrect Number of Arguments,685
Least Privilege Violation,Least Privilege Violation,272
Algorithmic Complexity,Algorithmic Complexity,407
Inadequate Encryption Strength,Inadequate Encryption Strength,326
Privilege Defined With Unsafe Actions,Privilege Defined With Unsafe Actions,267
Improper Enforcement of Message or Data Structure,Improper Enforcement of Message or Data Structure,707
Write-what-where Condition,Write-what-where Condition,123
Use of getlogin() in Multithreaded Application,Use of getlogin() in Multithreaded Application,558
XML Injection (aka Blind XPath Injection),XML Injection (aka Blind XPath Injection),91
Improper Resource Locking,Improper Resource Locking,413
Array Declared Public&comma; Final&comma; and Static,Array Declared Public&comma; Final&comma; and Static,582
Incorrect Behavior Order,Incorrect Behavior Order,696
OWASP Top Ten 2004 Category A5 - Buffer Overflows,OWASP Top Ten 2004 Category A5 - Buffer Overflows,726
Missing Standardized Error Handling Mechanism,Missing Standardized Error Handling Mechanism,544
Technology-specific Environment Issues,Technology-specific Environment Issues,3
Weak Password Requirements,Weak Password Requirements,521
Cryptographic Issues,Cryptographic Issues,310
Numeric Errors,Numeric Errors,189
Unrestricted Upload of File with Dangerous Type,Unrestricted Upload of File with Dangerous Type,434
Incomplete Cleanup,Incomplete Cleanup,459
Creation of Temporary File in Directory with Incorrect Permissions,Creation of Temporary File in Directory with Incorrect Permissions,379
Improper Neutralization of Internal Special Elements,Improper Neutralization of Internal Special Elements,164
Exposed Unsafe ActiveX Method,Exposed Unsafe ActiveX Method,618
Use of Inherently Dangerous Function,Use of Inherently Dangerous Function,242
finalize() Method Declared Public,finalize() Method Declared Public,583
Improper Verification of Intent by Broadcast Receiver,Improper Verification of Intent by Broadcast Receiver,925
Reliance on Untrusted Inputs in a Security Decision,Reliance on Untrusted Inputs in a Security Decision,807
SFP Cluster: Cryptography,SFP Cluster: Cryptography,903
Reliance on Undefined&comma; Unspecified&comma; orImplementation-Defined Behavior,Reliance on Undefined&comma; Unspecified&comma; orImplementation-Defined Behavior,758
Attempt to Access Child of a Non-structure Pointer,Attempt to Access Child of a Non-structure Pointer,588
Use of Client-Side Authentication,Use of Client-Side Authentication,603
OWASP Top Ten 2007 Category A8 - Insecure Cryptographic Storage,OWASP Top Ten 2007 Category A8 - Insecure Cryptographic Storage,719
Authorization Bypass Through User-Controlled SQL Primary Key,Authorization Bypass Through User-Controlled SQL Primary Key,566
Loop with Unreachable Exit Condition (''Infinite Loop''),Loop with Unreachable Exit Condition (''Infinite Loop''),835
Signal Handler Function Associated with Multiple Signals,Signal Handler Function Associated with Multiple Signals,831
Covert Storage Channel,Covert Storage Channel,515
OWASP Top Ten 2004 Category A2 - Broken Access Control,OWASP Top Ten 2004 Category A2 - Broken Access Control,723
Overly Restrictive Account Lockout Mechanism,Overly Restrictive Account Lockout Mechanism,645
Technology-Specific Special Elements,Technology-Specific Special Elements,169
User Interface Errors,User Interface Errors,445
Path Equivalence: '' filename'' (Leading Space),Path Equivalence: '' filename'' (Leading Space),47
Missing Support for Integrity Check,Missing Support for Integrity Check,353
Comparison of Classes by Name,Comparison of Classes by Name,486
Missing Default Case in Switch Statement,Missing Default Case in Switch Statement,478
Sensitive Information Uncleared Before Release,Sensitive Information Uncleared Before Release,226
Insufficient Encapsulation,Insufficient Encapsulation,485
SFP Cluster: API,SFP Cluster: API,887
CERT Java Secure Coding Section 07 - Visibility and Atomicity (VNA),CERT Java Secure Coding Section 07 - Visibility and Atomicity (VNA),852
Authentication Bypass by Capture-replay,Authentication Bypass by Capture-replay,294
Weaknesses in Software Written in PHP,Weaknesses in Software Written in PHP,661
Improper Neutralization of Quoting Syntax,Improper Neutralization of Quoting Syntax,149
Critical Variable Declared Public,Critical Variable Declared Public,766
Insecure Storage of Sensitive Information,Insecure Storage of Sensitive Information,922
OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling,OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling,717
Use of Hard-coded&comma; Security-relevant Constants,Use of Hard-coded&comma; Security-relevant Constants,547
Weaknesses in OWASP Top Ten (2007),Weaknesses in OWASP Top Ten (2007),629
Resource Management Errors,Resource Management Errors,399
Inappropriate Encoding for Output Context,Inappropriate Encoding for Output Context,838
Incorrect Default Permissions,Incorrect Default Permissions,276
Path Traversal: ''....//'',Path Traversal: ''....//'',34
Improper Restriction of XML External Entity Reference (''XXE''),Improper Restriction of XML External Entity Reference (''XXE''),611
Struts: Plug-in Framework not in Use,Struts: Plug-in Framework not in Use,106
Improper Input Validation,Improper Input Validation,20
DEPRECATED: Failure to Protect Stored Data from Modification,DEPRECATED: Failure to Protect Stored Data from Modification,217
Trapdoor,Trapdoor,510
Struts: Form Field Without Validator,Struts: Form Field Without Validator,105
OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,816
Improper Neutralization of Directives in Statically Saved Code (''Static Code Injection''),Improper Neutralization of Directives in Statically Saved Code (''Static Code Injection''),96
Unintended Proxy or Intermediary (''Confused Deputy''),Unintended Proxy or Intermediary (''Confused Deputy''),441
File Descriptor Exhaustion,File Descriptor Exhaustion,769
Missing Reference to Active Allocated Resource,Missing Reference to Active Allocated Resource,771
Improper Neutralization of Alternate XSS Syntax,Improper Neutralization of Alternate XSS Syntax,87
Improper Neutralization of Record Delimiters,Improper Neutralization of Record Delimiters,143
Insecure Default Variable Initialization,Insecure Default Variable Initialization,453
EJB Bad Practices: Use of Synchronization Primitives,EJB Bad Practices: Use of Synchronization Primitives,574
Failure to Sanitize Special Element,Failure to Sanitize Special Element,159
Representation Errors,Representation Errors,137
Exposure of Core Dump File to an Unauthorized Control Sphere,Exposure of Core Dump File to an Unauthorized Control Sphere,528
Improper Authentication of Endpoint in a Communication Channel,Improper Authentication of Endpoint in a Communication Channel,923
Dead Code,Dead Code,561
External Control of System or Configuration Setting,External Control of System or Configuration Setting,15
Improper Neutralization of Multiple Trailing Special Elements,Improper Neutralization of Multiple Trailing Special Elements,163
J2EE Bad Practices: Direct Use of Threads,J2EE Bad Practices: Direct Use of Threads,383
ASP.NET Misconfiguration: Creating Debug Binary,ASP.NET Misconfiguration: Creating Debug Binary,11
Incorrect User Management,Incorrect User Management,286
Struts Validation Problems,Struts Validation Problems,101
Authentication Bypass by Alternate Name,Authentication Bypass by Alternate Name,289
CERT Java Secure Coding Section 09 - Thread APIs (THI),CERT Java Secure Coding Section 09 - Thread APIs (THI),854
Out-of-bounds Write,Out-of-bounds Write,787
Reliance on Reverse DNS Resolution for a Security-Critical Action,Reliance on Reverse DNS Resolution for a Security-Critical Action,350
Critical Public Variable Without Final Modifier,Critical Public Variable Without Final Modifier,493
Symbolic Name not Mapping to Correct Object,Symbolic Name not Mapping to Correct Object,386
Public cloneable() Method Without Final (''Object Hijack''),Public cloneable() Method Without Final (''Object Hijack''),491
UI Discrepancy for Security Feature,UI Discrepancy for Security Feature,446
OWASP Top Ten 2013 Category A1 - Injection,OWASP Top Ten 2013 Category A1 - Injection,929
Web Problems,Web Problems,442
Weaknesses Examined by SAMATE,Weaknesses Examined by SAMATE,630
Improper Neutralization of CRLF Sequences in HTTP Headers (''HTTP Response Splitting''),Improper Neutralization of CRLF Sequences in HTTP Headers (''HTTP Response Splitting''),113
DEPRECATED: Incorrect Initialization,DEPRECATED: Incorrect Initialization,458
J2EE Misconfiguration: Entity Bean Declared Remote,J2EE Misconfiguration: Entity Bean Declared Remote,8
CERT C Secure Coding Section 10 - Environment (ENV),CERT C Secure Coding Section 10 - Environment (ENV),744
PHP External Variable Modification,PHP External Variable Modification,473
CERT C Secure Coding Section 06 - Arrays (ARR),CERT C Secure Coding Section 06 - Arrays (ARR),740
Information Management Errors,Information Management Errors,199
Use of Hard-coded Password,Use of Hard-coded Password,259
Information Exposure Through Test Code,Information Exposure Through Test Code,531
Privilege / Sandbox Issues,Privilege / Sandbox Issues,265
Improper Limitation of a Pathname to a Restricted Directory (''Path Traversal''),Improper Limitation of a Pathname to a Restricted Directory (''Path Traversal''),22
Use of a Non-reentrant Function in a Concurrent Context,Use of a Non-reentrant Function in a Concurrent Context,663
Use of Function with Inconsistent Implementations,Use of Function with Inconsistent Implementations,474
Buffer Under-read,Buffer Under-read,127
CERT Java Secure Coding Section 05 - Methods (MET),CERT Java Secure Coding Section 05 - Methods (MET),850
CERT C++ Secure Coding Section 14 - Concurrency (CON),CERT C++ Secure Coding Section 14 - Concurrency (CON),882
Development Concepts,Development Concepts,699
SFP Cluster: Malware,SFP Cluster: Malware,904
Direct Use of Unsafe JNI,Direct Use of Unsafe JNI,111
Path Traversal: ''....'' (Multiple Dot),Path Traversal: ''....'' (Multiple Dot),33
Missing XML Validation,Missing XML Validation,112
Use of umask() with chmod-style Argument,Use of umask() with chmod-style Argument,560
Permissive Regular Expression,Permissive Regular Expression,625
Technology-Specific Time and State Issues,Technology-Specific Time and State Issues,380
Reliance on a Single Factor in a Security Decision,Reliance on a Single Factor in a Security Decision,654
OWASP Top Ten 2007 Category A4 - Insecure Direct Object Reference,OWASP Top Ten 2007 Category A4 - Insecure Direct Object Reference,715
Predictability Problems,Predictability Problems,340
Unrestricted Externally Accessible Lock,Unrestricted Externally Accessible Lock,412
Divide By Zero,Divide By Zero,369
Improper Check for Dropped Privileges,Improper Check for Dropped Privileges,273
Missing Synchronization,Missing Synchronization,820
Improper Handling of Windows Device Names,Improper Handling of Windows Device Names,67
